DST,Ano,Sexo,N-spec,spec,Total
clamidia,2012,M,127.65893778892912,201.1851999024207,328.84413769134983
clamidia,2013,M,119.65793734062174,209.34297466014223,329.000912000764
clamidia,2014,M,108.91490130651566,216.70554385811838,325.620445164634
clamidia,2015,M,101.39742500042361,213.6127458194789,315.0101708199025
clamidia,2016,M,96.62678034293349,217.94137340426622,314.5681537471997
clamidia,2017,M,86.38315278530266,230.14038071976353,316.52353350506615
clamidia,2018,M,97.1557624343726,245.77541762954397,342.9311800639166
clamidia,2019,M,104.45657802075915,260.03104589789984,364.48762391865904
clamidia,2012,F,273.14886764242243,175.00555314578668,448.1544207882091
clamidia,2013,F,263.10332180978025,185.50154383999208,448.60486564977236
clamidia,2014,F,250.45181386684632,193.6106559308426,444.06246979768895
clamidia,2015,F,230.6657975538531,186.6805615195078,417.34635907336093
clamidia,2016,F,218.1237864555866,198.48645984518907,416.6102463007757
clamidia,2017,F,204.54626789597705,211.44076646638146,415.98703436235854
clamidia,2018,F,209.02012332653555,222.4750961135087,431.49521944004425
clamidia,2019,F,218.09521232729182,224.8803810938704,442.9755934211622
gonorreia,2012,M,0.7405031046447089,72.13639474785072,72.87689785249543
gonorreia,2013,M,1.2361512896920923,84.35225050575735,85.58840179544944
gonorreia,2014,M,1.2400462014322085,102.7669614042343,104.0070076056665
gonorreia,2015,M,1.8202478600433618,117.22100243417454,119.0412502942179
gonorreia,2016,M,2.6629139237798576,97.54250039925394,100.20541432303379
gonorreia,2017,M,4.075535242408651,116.50572487160517,120.58126011401382
gonorreia,2018,M,9.588714621419982,139.14659789296942,148.7353125143894
gonorreia,2019,M,17.19860955027361,167.7960456206594,184.99465517093302
gonorreia,2012,F,1.4801025070395997,26.9327110422753,28.4128135493149
gonorreia,2013,F,1.5549625477208857,29.47477243397519,31.029734981696077
gonorreia,2014,F,1.5902163500236102,32.21821892719068,33.808435277214286
gonorreia,2015,F,1.725688267708363,31.37582280474349,33.101511072451856
gonorreia,2016,F,2.256218698317708,30.74679015346113,33.00300885177884
gonorreia,2017,F,3.429479958989816,37.6603099745234,41.08978993351322
gonorreia,2018,F,6.139339118865659,46.62789204201767,52.76723116088333
gonorreia,2019,F,9.360792125409315,58.072752048288194,67.43354417369751
herpes genital,2012,M,0.5278458027980233,46.28334276620365,46.81118856900168
herpes genital,2013,M,1.303988860467878,46.924755207183665,48.22874406765154
herpes genital,2014,M,1.460415857710824,45.355063325275026,46.81547918298585
herpes genital,2015,M,1.2615945534040374,44.573874426427686,45.835468979831724
herpes genital,2016,M,1.7984741906133566,41.914338417899465,43.71281260851282
herpes genital,2017,M,1.5683532941769005,41.29026642465265,42.858619718829544
herpes genital,2018,M,1.713174040917102,41.0908769434315,42.8040509843486
herpes genital,2019,M,1.5344350768840016,42.11251678220987,43.646951859093875
herpes genital,2012,F,1.8077868929264762,73.8578514706825,75.66563836360898
herpes genital,2013,F,3.863624589160601,74.83943273795464,78.70305732711523
herpes genital,2014,F,4.382171539905245,74.02493415669267,78.40710569659791
herpes genital,2015,F,3.905315411682391,73.793888909124,77.69920432080639
herpes genital,2016,F,5.045205361848314,70.40761075843739,75.4528161202857
herpes genital,2017,F,4.705317581038877,70.44116297112657,75.14648055216546
herpes genital,2018,F,4.984239066006586,71.96591246757772,76.9501515335843
herpes genital,2019,F,4.666340819273112,73.82516612419283,78.49150694346595
Mycoplasma genitalium,2012,M,-,-,-
Mycoplasma genitalium,2013,M,-,-,-
Mycoplasma genitalium,2014,M,-,-,-
Mycoplasma genitalium,2015,M,0.0,0.2256811371191973,0.2256811371191973
Mycoplasma genitalium,2016,M,0.0036628802252817853,0.5530949140175495,0.5567577942428313
Mycoplasma genitalium,2017,M,0.010916612256451744,1.1062167086537766,1.1171333209102285
Mycoplasma genitalium,2018,M,0.0578286596090161,4.45280678989424,4.510635449503256
Mycoplasma genitalium,2019,M,0.07546402017462303,13.058869014980004,13.134333035154627
Mycoplasma genitalium,2012,F,-,-,-
Mycoplasma genitalium,2013,F,-,-,-
Mycoplasma genitalium,2014,F,-,-,-
Mycoplasma genitalium,2015,F,0.007205378988343895,0.05764303190675116,0.06484841089509505
Mycoplasma genitalium,2016,F,0.010726871782810024,0.17878119638016707,0.18950806816297708
Mycoplasma genitalium,2017,F,0.017769326212382468,0.3944790419148908,0.4122483681272733
Mycoplasma genitalium,2018,F,0.02825932851031374,1.9004398423185989,1.9286991708289125
Mycoplasma genitalium,2019,F,0.052707162868295694,5.720484076639026,5.773191239507322
Não especificada,2012,M,0.554427965528859,178.37770427936366,178.9321322448925
Não especificada,2013,M,1.443432755951437,159.14694103999292,160.59037379594434
Não especificada,2014,M,1.2400462014322085,148.29383835982824,149.53388456126044
Não especificada,2015,M,1.3873840396671964,135.3938835084286,136.7812675480958
Não especificada,2016,M,2.0878417284106177,117.01437167685191,119.10221340526252
Não especificada,2017,M,1.9941011721785187,105.60366809816202,107.59776927034054
Não especificada,2018,M,1.7529312443983005,99.92069522192868,101.673626466327
Não especificada,2019,M,1.469751631020039,91.03476300398691,92.50451463500696
Não especificada,2012,F,0.33872992698418697,26.01961297823097,26.358342905215157
Não especificada,2013,F,1.1268905051718419,25.146488448201524,26.273378953373367
Não especificada,2014,F,1.2198919945386597,25.72302018245954,26.9429121769982
Não especificada,2015,F,1.2861601494193853,18.669136958799033,19.955297108218417
Não especificada,2016,F,1.5518207845798502,14.56351625712841,16.11533704170826
Não especificada,2017,F,1.1692216647747664,13.351871715984187,14.521093380758952
Não especificada,2018,F,0.7983260304163631,10.505405373709133,11.303731404125495
Não especificada,2019,F,0.5868064132670254,8.345300787480152,8.932107200747177
DIP,2012,M,1.560752697481925,25.142928491551885,26.703681189033812
DIP,2013,M,3.4220285702451823,25.944102067805986,29.366130638051168
DIP,2014,M,3.260723897139512,25.039969079522667,28.30069297666218
DIP,2015,M,2.8931581840526603,23.052773203110135,25.945931387162798
DIP,2016,M,2.9742587429288094,22.292289051064945,25.266547793993755
DIP,2017,M,3.06756804406294,21.298310512337352,24.365878556400293
DIP,2018,M,3.4877910326687833,20.28701664908796,23.774807681756744
DIP,2019,M,3.352758610615395,19.642206394023308,22.994965004638704
DIP,2012,F,1.3181012376123797,53.78073960280456,55.09884084041693
DIP,2013,F,2.2830508935949005,51.511335786734946,53.79438668032984
DIP,2014,F,2.2727749660154792,50.552905154631844,52.82568012064732
DIP,2015,F,1.9814792217945711,48.82364802501823,50.8051272468128
DIP,2016,F,2.388516783639032,44.323434206571015,46.71195099021005
DIP,2017,F,2.0185954577266485,40.69175702635585,42.7103524840825
DIP,2018,F,1.9604909154030157,37.521323429569065,39.48181434497208
DIP,2019,F,1.5671596426173253,33.62716990997265,35.19432955258998
DIP (clamidia),2012,M,0.018987259093454074,1.8721437466145718,1.891131005708026
DIP (clamidia),2013,M,0.0075375078639761724,2.1293459715732688,2.136883479437245
DIP (clamidia),2014,M,0.011205236759929595,1.945976117307773,1.9571813540677026
DIP (clamidia),2015,M,0.014798763089783428,2.0607277602523424,2.075526523342126
DIP (clamidia),2016,M,0.0073257604505635706,1.9230121182729372,1.9303378787235008
DIP (clamidia),2017,M,0.03274983676935523,1.8667406958532482,1.8994905326226035
DIP (clamidia),2018,M,0.010842873676690517,1.8360599425862612,1.8469028162629515
DIP (clamidia),2019,M,0.039528772472421585,1.839884682352714,1.8794134548251356
DIP (clamidia),2012,F,0.07731878768117312,6.019819898034193,6.0971386857153655
DIP (clamidia),2013,F,0.11342079759846461,5.9051989459329635,6.018619743531429
DIP (clamidia),2014,F,0.0798738805947932,5.642000474741302,5.7218743553360945
DIP (clamidia),2015,F,0.09727261634264259,5.353596588339514,5.4508692046821565
DIP (clamidia),2016,F,0.10011746997289356,4.887877909033767,4.987995379006661
DIP (clamidia),2017,F,0.07107730484952987,4.634240276189348,4.705317581038877
DIP (clamidia),2018,F,0.07771315340336278,4.493233233139884,4.570946386543247
DIP (clamidia),2019,F,0.06324859544195484,3.7351809419332214,3.7984295373751764
DIP (gonorreia),2012,M,0.0,0.43670695914944374,0.43670695914944374
DIP (gonorreia),2013,M,0.0037687539319880862,0.5577755819342368,0.5615443358662249
DIP (gonorreia),2014,M,0.007470157839953063,0.5565267590765032,0.5639969169164563
DIP (gonorreia),2015,M,0.0,0.5771517605015537,0.5771517605015537
DIP (gonorreia),2016,M,0.010988640675845355,0.5054774710888863,0.5164661117647317
DIP (gonorreia),2017,M,0.003638870752150581,0.6440801231306529,0.6477189938828035
DIP (gonorreia),2018,M,0.025300038578944542,0.7553868661427727,0.7806869047217173
DIP (gonorreia),2019,M,0.017967623851100723,0.9019747173252562,0.919942341176357
DIP (gonorreia),2012,F,0.02209108219462089,1.332828625742127,1.3549197079367479
DIP (gonorreia),2013,F,0.03292861865761876,1.3720257774007816,1.4049543960584003
